32200002   100090568793    
32200002   100090568794    
32200002   100090568795    
32200002   100090568796    
32200002   100090568797    
32200002   100090568798    
32200002   100090568799    
32200002   100090568800    
32200002   100090568801    
32200002   100090568802    
32200002   100090568803    
32200002   100090568804    
32200002   100090568805    
32200002   100090568806    
32200002   100090568807    
32200002   100090568808    
32200003   100090568809    
32200003   100090568810    
32200003   100090568811    
32200003   100090568812    
32200003   100090568813    
32200003   100090568814    
32200003   100090568815    
32200003   100090568816    
32200003   100090568817    
32200003   100090568818    
32200003   100090568819    
32200003   100090568820    
32200003   100090568821    
32200003   100090568822    
32200003   100090568823    
32200003   100090568824    
32200003   100090568825    
32200003   100090568826    
32200003   100090568827    
32200003   100090568828    
32200003   100090568829    
32200003   100090568830    
32200003   100090568831    
32200003   100090568832    
32200003   100090568833    
32200003   100090568834    
32200003   100090568835    
32200003   100090568836    
32200003   100090568837    
32200003   100090568838    
32200003   100090568839    
32200003   100090568840    
32200003   100090568841    
32200003   100090568842    
32200003   100090568843    
32200003   100090568844    
32200003   100090568845    
32200003   100090568846    
32200003   100090568847    
32200003   100090568848    
32200003   100090568849    
32200003   100090568850    
32200003   100090568851    
32200003   100090568852    
32200003   100090568853    
32200003   100090568854    
32200003   100090568855    
32200003   100090568856    
32200003   100090568857    
32200003   100090568858    
32200003   100090568859    
32200003   100090568860    
32200003   100090568861    
32200003   100090568862    
32200003   100090568863    
32200003   100090568864    
32200003   100090568865    
32200003   100090568866    
32200003   100090568867    
32200003   100090568868    
32200003   100090568869    
32200003   100090568870    
32200003   100090568871    
32200003   100090568872    
32200003   100090568873    
32200003   100090568874    
32200003   100090568875    
32200003   100090568876    
32200003   100090568877    
32200003   100090568878    
32200003   100090568879    
32200003   100090568880    
32200012   100090568881    
32200012   100090568882    
32200012   100090568883    
32200012   100090568884    
32200012   100090568885    
32200012   100090568886    
32200012   100090568887    
32200012   100090568888    
32200012   100090568889    
32200012   100090568890    
32200012   100090568891    
32200012   100090568892    
32200012   100090568893    
32200012   100090568894    
32200012   100090568895    
32200012   100090568896    
32200012   100090568897    
32200012   100090568898    
32200012   100090568899    
32200012   100090568900    
32200012   100090568901    
32200012   100090568902    
32200012   100090568903    
32200012   100090568904    
32200012   100090568905    
32200012   100090568906    
32200012   100090568907    
32200012   100090568908    
32200012   100090568909    
32200012   100090568910    
32200012   100090568911    
32200012   100090568912    
32200012   100090568914    
32200012   100090568915    
32200012   100090568916    
32200012   100090568917    
32200012   100090568918    
32200012   100090568919    
32200012   100090568920    
32200012   100090568921    
32200012   100090568922    
32200012   100090568923    
32200012   100090568924    
32200012   100090568925    
32200012   100090568926    
32200012   100090568927    
32200012   100090568928    
32200018   100090568929    
32200018   100090568930    
32200018   100090568931    
32200018   100090568932    
32200023   100090568933    
32200023   100090568934    
32200023   100090568935    
32200023   100090568936    
32200023   100090568937    
32200023   100090568938    
32200023   100090568939    
32200023   100090568940    
32200023   100090568941    
32200023   100090568942    
32200023   100090568943    
32200023   100090568944    
32200023   100090568945    
32200023   100090568946    
32200023   100090568947    
32200023   100090568948    
32200023   100090568949    
32200023   100090568950    
32200023   100090568951    
32200023   100090568952    
32200023   100090568953    
32200023   100090568954    
32200023   100090568955    
32200023   100090568956    
32200023   100090568957    
32200023   100090568958    
32200023   100090568959    
32200023   100090568960    
32200023   100090568961    
32200023   100090568962    
32200023   100090568963    
32200023   100090568964    
32200023   100090568965    
32200023   100090568966    
32200023   100090568967    
32200023   100090568968    
32200023   100090568969    
32200023   100090568970    
32200023   100090568971    
32200023   100090568972    
32200027   100090568973    
32200027   100090568974    
32200027   100090568975    
32200027   100090568976    
32200027   100090568977    
32200027   100090568978    
32200027   100090568979    
32200027   100090568980    
32200027   100090568981    
32200027   100090568982    
32200027   100090568983    
32200027   100090568984    
32200027   100090568985    
32200027   100090568986    
32200027   100090568987    
32200027   100090568988    
32200027   100090568989    
32200027   100090568990    
32200027   100090568991    
32200027   100090568992    
32200027   100090568993    
32200027   100090568994    
32200027   100090568995    
32200027   100090568996    
32200027   100090568997    
32200027   100090568998    
32200027   100090568999    
32200027   100090569000    
32200027   100090569001    
32200027   100090569002    
32200027   100090569003    
32200027   100090569004    
32200039   100090569005    
32200039   100090569006    
32200039   100090569007    
32200039   100090569008    
32200039   100090569009    
32200039   100090569010    
32200039   100090569011    
32200039   100090569012    
32200039   100090569013    
32200039   100090569014    
32200039   100090569015    
32200039   100090569016    
32200039   100090569017    
32200045   100090569018    
32200045   100090569019    
32200053   100090569020    
32200053   100090569021    
32200053   100090569022    
32200053   100090569023    
32200053   100090569024    
32200053   100090569025    
32200053   100090569026    
32200053   100090569027    
32200053   100090569028    
32200068   100090569128    
32200068   100090569129    
32200068   100090569130    
32200068   100090569131    
32200068   100090569132    
32200068   100090569133    
32200068   100090569134    
32200068   100090569135    
32200068   100090569136    
32200068   100090569137    
32200075   100090569138    
32200075   100090569139    
32200075   100090569140    
32200075   100090569141    
32200075   100090569142    
32200075   100090569143    
32200075   100090569144    
32200075   100090569145    
32200075   100090569146    
32200075   100090569147    
32200075   100090569148    
32200075   100090569149    
32200079   100090569150    
32200079   100090569151    
32200079   100090569152    
32200079   100090569153    
32200079   100090569154    
32200079   100090569155    
32200079   100090569156    
32200079   100090569157    
32200079   100090569158    
32200079   100090569159    
32200079   100090569160    
32200079   100090569161    
32200079   100090569162    
32200079   100090569163    
32200079   100090569164    
32200079   100090569165    
32200079   100090569166    
32200079   100090569167    
32200079   100090569168    
32200079   100090569169    
32200079   100090569170    
32200079   100090569171    
32200079   100090569172    
32200079   100090569173    
32200079   100090569174    
32200079   100090569175    
32200079   100090569176    
32200079   100090569177    
32200079   100090569178    
32200079   100090569179    
32200079   100090569180    
32200079   100090569181    
32200079   100090569182    
32200079   100090569183    
32200079   100090569184    
32200079   100090569185    
32200079   100090569186    
32200079   100090569187    
32200079   100090569188    
32200079   100090569189    
32200079   100090569190    
32200079   100090569191    
32200079   100090569192    
32200079   100090569193    
32200079   100090569194    
32200079   100090569195    
32200079   100090569196    
32200079   100090569197    
32200079   100090569198    
32200079   100090569199    
32200079   100090569200    
32200079   100090569201    
32200081   100090569202    
32200081   100090569203    
32200081   100090569204    
32200081   100090569205    
32200081   100090569206    
32200081   100090569207    
32200081   100090569208    
32200081   100090569209    
32200081   100090569210    
32200081   100090569211    
32200081   100090569212    
32200081   100090569213    
32200081   100090569214    
32200081   100090569215    
32200081   100090569216    
32200081   100090569217    
32200081   100090569218    
32200081   100090569219    
32200081   100090569220    
32200081   100090569221    
32200081   100090569222    
32200081   100090569223    
32200081   100090569224    
32200086   100090569225    
32200086   100090569226    
32200086   100090569227    
32200086   100090569228    
32200086   100090569229    
32200086   100090569230    
32200086   100090569231    
32200086   100090569232    
32200086   100090569233    
32200086   100090569234    
32200086   100090569235    
32200086   100090569236    
32200086   100090569237    
32200086   100090569238    
32200086   100090569239    
32200086   100090569240    
32200086   100090569241    
32200086   100090569242    
32200086   100090569243    
32200086   100090569244    
32200086   100090569245    
32200086   100090569246    
32200086   100090569247    
32200088   100090569248    
32200088   100090569249    
32200088   100090569250    
32200088   100090569251    
32200088   100090569252    
32200088   100090569253    
32200088   100090569254    
32200088   100090569255    
32200088   100090569256    
32200088   100090569257    
32200088   100090569258    
32200088   100090569259    
32200088   100090569260    
32200088   100090569261    
32200095   100090569262    
32200095   100090569263    
32200095   100090569264    
32200095   100090569265    
32200095   100090569266    
32200095   100090569267    
32200095   100090569268    
32200095   100090569269    
32200095   100090569270    
32200095   100090569271    
32200095   100090569272    
32200095   100090569273    
32200095   100090569274    
32200095   100090569275    
32200095   100090569276    
32200095   100090569277    
32200095   100090569278    
32200095   100090569279    
32200095   100090569280    
