"Feature","Item","Week","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Total"
"PF0",403,33,,,,,,,,0
"PF0",403,34,,,,,,,,0
"PF0",403,35,,,,,,,,0
"PF0",403,36,,,,,,,,0
"PF0",403,37,,,,,,,,0
"PF0",409,14,,,,,,,,0
"PF0",410,38,,,,,,,,0
"PF0",411,14,,,,,,,,0
"PF0",411,38,,,,,,,,0
"PF1",402,39,,,,,,,,0
"PF1",403,1,,,,,,,,0
"PF1",403,2,,,,,,,,0
"PF1",403,3,,,,,,,,0
"PF1",403,4,,,,,,,,0
"PF1",403,5,,,,,,,,0
"PF1",403,6,,,,,,,,0
"PF1",403,7,,,,,,,,0
"PF1",403,8,,,,,,,,0
"PF1",403,9,,,,,,,,0
"PF1",403,10,,,,,,,,0
"PF1",403,11,,,,,,,,0
"PF1",403,12,,,,,,,,0
"PF1",403,13,,,,,,,,0
"PF1",403,40,,,,,,,,0
"PF1",403,41,,,,,,,,0
"PF1",403,42,,,,,,,,0
"PF1",403,43,,,,,,,,0
"PF1",403,44,,,,,,,,0
"PF1",403,45,,,,,,,,0
"PF1",403,46,,,,,,,,0
"PF1",403,47,,,,,,,,0
"PF1",403,48,,,,,,,,0
"PF1",403,49,,,,,,,,0
"PF1",403,50,,,,,,,,0
"PF1",403,51,,,,,,,,0
"PF1",403,52,,,,,,,,0
"PF1",404,1,,,,,,,,0
"PF1",404,2,,,,,,,,0
"PF1",404,3,,,,,,,,0
"PF1",404,4,,,,,,,,0
"PF1",404,5,,,,,,,,0
"PF1",404,6,,,,,,,,0
"PF1",404,7,,,,,,,,0
"PF1",404,8,,,,,,,,0
"PF1",404,9,,,,,,,,0
"PF1",404,10,,,,,,,,0
"PF1",404,11,,,,,,,,0
"PF1",404,12,,,,,,,,0
"PF1",404,13,,,,,,,,0
"PF1",404,40,,,,,,,,0
"PF1",404,41,,,,,,,,0
"PF1",404,42,,,,,,,,0
"PF1",404,43,,,,,,,,0
"PF1",404,44,,,,,,,,0
"PF1",404,45,,,,,,,,0
"PF1",404,46,,,,,,,,0
"PF1",404,47,,,,,,,,0
"PF1",404,48,,,,,,,,0
"PF1",404,49,,,,,,,,0
"PF1",404,50,,,,,,,,0
"PF1",404,51,,,,,,,,0
"PF1",404,52,,,,,,,,0
"PF1",405,2,,,,,,,,0
"PF1",405,4,,,,,,,,0
"PF1",405,6,,,,,,,,0
"PF1",405,8,,,,,,,,0
"PF1",405,10,,,,,,,,0
"PF1",405,12,,,,,,,,0
"PF1",405,40,,,,,,,,0
"PF1",405,42,,,,,,,,0
"PF1",405,44,,,,,,,,0
"PF1",405,46,,,,,,,,0
"PF1",405,48,,,,,,,,0
"PF1",405,50,,,,,,,,0
"PF1",405,52,,,,,,,,0
"PF2",411,13,,,,,,,,0
"PF2",411,39,,,,,,,,0
"PF5",402,39,,,,,,,,0
"PF5",403,1,,,,,,,,0
"PF5",403,2,,,,,,,,0
"PF5",403,3,,,,,,,,0
"PF5",403,4,,,,,,,,0
"PF5",403,5,,,,,,,,0
"PF5",403,6,,,,,,,,0
"PF5",403,7,,,,,,,,0
"PF5",403,8,,,,,,,,0
"PF5",403,9,,,,,,,,0
"PF5",403,10,,,,,,,,0
"PF5",403,11,,,,,,,,0
"PF5",403,12,,,,,,,,0
"PF5",403,13,,,,,,,,0
"PF5",403,40,,,,,,,,0
"PF5",403,41,,,,,,,,0
"PF5",403,42,,,,,,,,0
"PF5",403,43,,,,,,,,0
"PF5",403,44,,,,,,,,0
"PF5",403,45,,,,,,,,0
"PF5",403,46,,,,,,,,0
"PF5",403,47,,,,,,,,0
"PF5",403,48,,,,,,,,0
"PF5",403,49,,,,,,,,0
"PF5",403,50,,,,,,,,0
"PF5",403,51,,,,,,,,0
"PF5",403,52,,,,,,,,0
"PHU",851,9,,,,,,,,0
"PHU",852,10,,,,,,,,0
"PHU",852,11,,,,,,,,0
"PHU",852,12,,,,,,,,0
"PHU",852,13,,,,,,,,0
"PHU",852,14,,,,,,,,0
"PHU",852,15,,,,,,,,0
"PHU",852,16,,,,,,,,0
"PHU",852,17,,,,,,,,0
"PHU",852,18,,,,,,,,0
"PHU",852,19,,,,,,,,0
"PHU",852,20,,,,,,,,0
"PHU",852,21,,,,,,,,0
"PHU",852,22,,,,,,,,0
"PHU",852,23,,,,,,,,0
"PHU",852,24,,,,,,,,0
"PHU",852,25,,,,,,,,0
"PHU",852,26,,,,,,,,0
"PHU",852,27,,,,,,,,0
"PHU",852,28,,,,,,,,0
"PHU",852,29,,,,,,,,0
"PHU",852,30,,,,,,,,0
"PHU",852,31,,,,,,,,0
"PHU",852,32,,,,,,,,0
"PHU",852,33,,,,,,,,0
"PHU",852,34,,,,,,,,0
"PHU",852,35,,,,,,,,0
"PHU",852,36,,,,,,,,0
"PHU",852,37,,,,,,,,0
"PHU",852,38,,,,,,,,0
"PHU",852,39,,,,,,,,0
"PHU",852,40,,,,,,,,0
"PHU",852,41,,,,,,,,0
"PHU",852,42,,,,,,,,0
"PHU",852,43,,,,,,,,0
"PHU",852,44,,,,,,,,0
"PHU",852,45,,,,,,,,0
"PHU",852,46,,,,,,,,0
"PHU",852,47,,,,,,,,0
"PHU",852,48,,,,,,,,0
"PRU",404,1,,,,,,,,0
"PRU",404,2,,,,,,,,0
"PRU",404,3,,,,,,,,0
"PRU",404,4,,,,,,,,0
"PRU",404,5,,,,,,,,0
"PRU",404,6,,,,,,,,0
"PRU",404,7,,,,,,,,0
"PRU",404,8,,,,,,,,0
"PRU",404,9,,,,,,,,0
"PRU",404,10,,,,,,,,0
"PRU",404,11,,,,,,,,0
"PRU",404,12,,,,,,,,0
"PRU",404,13,,,,,,,,0
"PRU",404,40,,,,,,,,0
"PRU",404,41,,,,,,,,0
"PRU",404,42,,,,,,,,0
"PRU",404,43,,,,,,,,0
"PRU",404,44,,,,,,,,0
"PRU",404,45,,,,,,,,0
"PRU",404,46,,,,,,,,0
"PRU",404,47,,,,,,,,0
"PRU",404,48,,,,,,,,0
"PRU",404,49,,,,,,,,0
"PRU",404,50,,,,,,,,0
"PRU",404,51,,,,,,,,0
"PRU",404,52,,,,,,,,0
"PRU",405,2,,,,,,,,0
"PRU",405,4,,,,,,,,0
"PRU",405,6,,,,,,,,0
"PRU",405,8,,,,,,,,0
"PRU",405,10,,,,,,,,0
"PRU",405,12,,,,,,,,0
"PRU",405,40,,,,,,,,0
"PRU",405,42,,,,,,,,0
"PRU",405,44,,,,,,,,0
"PRU",405,46,,,,,,,,0
"PRU",405,48,,,,,,,,0
"PRU",405,50,,,,,,,,0
"PRU",405,52,,,,,,,,0
"PRU",451,38,,,,,,,,0
"PRU",452,1,,,,,,,,0
"PRU",452,2,,,,,,,,0
"PRU",452,3,,,,,,,,0
"PRU",452,4,,,,,,,,0
"PRU",452,5,,,,,,,,0
"PRU",452,6,,,,,,,,0
"PRU",452,7,,,,,,,,0
"PRU",452,8,,,,,,,,0
"PRU",452,9,,,,,,,,0
"PRU",452,10,,,,,,,,0
"PRU",452,11,,,,,,,,0
"PRU",452,12,,,,,,,,0
"PRU",452,13,,,,,,,,0
"PRU",452,14,,,,,,,,0
"PRU",452,39,,,,,,,,0
"PRU",452,40,,,,,,,,0
"PRU",452,41,,,,,,,,0
"PRU",452,42,,,,,,,,0
"PRU",452,43,,,,,,,,0
"PRU",452,44,,,,,,,,0
"PRU",452,45,,,,,,,,0
"PRU",452,46,,,,,,,,0
"PRU",452,47,,,,,,,,0
"PRU",452,48,,,,,,,,0
"PRU",452,49,,,,,,,,0
"PRU",452,50,,,,,,,,0
"PRU",452,51,,,,,,,,0
"PRU",452,52,,,,,,,,0
"TCH",791,9,,,,,,,,0
"TCH",791,17,,,,,,,,0
"TCH",791,25,,,,,,,,0
"TCH",791,33,,,,,,,,0
"TCH",791,41,,,,,,,,0
"WDM",1061,1,,,,,1,,,1
"WDM",1061,2,,,,,1,,,1
"WDM",1061,3,,,,,1,,,1
"WDM",1061,4,,,,,1,,,1
"WDM",1061,5,,,,,1,,,1
"WDM",1061,6,,,,,1,,,1
"WDM",1061,7,,,,,1,,,1
"WDM",1061,8,,,,,1,,,1
"WDM",1061,9,,,,,1,,,1
"WDM",1061,10,,,,,1,,,1
"WDM",1061,11,,,,,1,,,1
"WDM",1061,12,,,,,1,,,1
"WDM",1061,13,,,,,1,,,1
"WDM",1061,14,,,,,1,,,1
"WDM",1061,15,,,,,1,,,1
"WDM",1061,16,,,,,1,,,1
"WDM",1061,17,,,,,1,,,1
"WDM",1061,18,,,,,1,,,1
"WDM",1061,19,,,,,1,,,1
"WDM",1061,20,,,,,1,,,1
"WDM",1061,21,,,,,1,,,1
"WDM",1061,22,,,,,1,,,1
"WDM",1061,23,,,,,1,,,1
"WDM",1061,24,,,,,1,,,1
"WDM",1061,25,,,,,1,,,1
"WDM",1061,26,,,,,1,,,1
"WDM",1061,27,,,,,1,,,1
"WDM",1061,28,,,,,1,,,1
"WDM",1061,29,,,,,1,,,1
"WDM",1061,30,,,,,1,,,1
"WDM",1061,31,,,,,1,,,1
"WDM",1061,32,,,,,1,,,1
"WDM",1061,33,,,,,1,,,1
"WDM",1061,34,,,,,1,,,1
"WDM",1061,35,,,,,1,,,1
"WDM",1061,36,,,,,1,,,1
"WDM",1061,37,,,,,1,,,1
"WDM",1061,38,,,,,1,,,1
"WDM",1061,39,,,,,1,,,1
"WDM",1061,40,,,,,1,,,1
"WDM",1061,41,,,,,1,,,1
"WDM",1061,42,,,,,1,,,1
"WDM",1061,43,,,,,1,,,1
"WDM",1061,44,,,,,1,,,1
"WDM",1061,45,,,,,1,,,1
"WDM",1061,46,,,,,1,,,1
"WDM",1061,47,,,,,1,,,1
"WDM",1061,48,,,,,1,,,1
"WDM",1061,49,,,,,1,,,1
"WDM",1061,50,,,,,1,,,1
"WDM",1061,51,,,,,1,,,1
"WDM",1061,52,,,,,1,,,1
"WLA",1062,1,,,,,1,,,1
"WLA",1062,2,,,,,1,,,1
"WLA",1062,3,,,,,1,,,1
"WLA",1062,4,,,,,1,,,1
"WLA",1062,5,,,,,1,,,1
"WLA",1062,6,,,,,1,,,1
"WLA",1062,7,,,,,1,,,1
"WLA",1062,8,,,,,1,,,1
"WLA",1062,9,,,,,1,,,1
"WLA",1062,10,,,,,1,,,1
"WLA",1062,11,,,,,1,,,1
"WLA",1062,12,,,,,1,,,1
"WLA",1062,13,,,,,1,,,1
"WLA",1062,14,,,,,1,,,1
"WLA",1062,15,,,,,1,,,1
"WLA",1062,16,,,,,1,,,1
"WLA",1062,17,,,,,1,,,1
"WLA",1062,18,,,,,1,,,1
"WLA",1062,19,,,,,1,,,1
"WLA",1062,20,,,,,1,,,1
"WLA",1062,21,,,,,1,,,1
"WLA",1062,22,,,,,1,,,1
"WLA",1062,23,,,,,1,,,1
"WLA",1062,24,,,,,1,,,1
"WLA",1062,25,,,,,1,,,1
"WLA",1062,26,,,,,1,,,1
"WLA",1062,27,,,,,1,,,1
"WLA",1062,28,,,,,1,,,1
"WLA",1062,29,,,,,1,,,1
"WLA",1062,30,,,,,1,,,1
"WLA",1062,31,,,,,1,,,1
"WLA",1062,32,,,,,1,,,1
"WLA",1062,33,,,,,1,,,1
"WLA",1062,34,,,,,1,,,1
"WLA",1062,35,,,,,1,,,1
"WLA",1062,36,,,,,1,,,1
"WLA",1062,37,,,,,1,,,1
"WLA",1062,38,,,,,1,,,1
"WLA",1062,39,,,,,1,,,1
"WLA",1062,40,,,,,1,,,1
"WLA",1062,41,,,,,1,,,1
"WLA",1062,42,,,,,1,,,1
"WLA",1062,43,,,,,1,,,1
"WLA",1062,44,,,,,1,,,1
"WLA",1062,45,,,,,1,,,1
"WLA",1062,46,,,,,1,,,1
"WLA",1062,47,,,,,1,,,1
"WLA",1062,48,,,,,1,,,1
"WLA",1062,49,,,,,1,,,1
"WLA",1062,50,,,,,1,,,1
"WLA",1062,51,,,,,1,,,1
"WLA",1062,52,,,,,1,,,1
"WON",1063,1,,,,,1,,,1
"WON",1063,2,,,,,1,,,1
"WON",1063,3,,,,,1,,,1
"WON",1063,4,,,,,1,,,1
"WON",1063,5,,,,,1,,,1
"WON",1063,6,,,,,1,,,1
"WON",1063,7,,,,,1,,,1
"WON",1063,8,,,,,1,,,1
"WON",1063,9,,,,,1,,,1
"WON",1063,10,,,,,1,,,1
"WON",1063,11,,,,,1,,,1
"WON",1063,12,,,,,1,,,1
"WON",1063,13,,,,,1,,,1
"WON",1063,14,,,,,1,,,1
"WON",1063,15,,,,,1,,,1
"WON",1063,16,,,,,1,,,1
"WON",1063,17,,,,,1,,,1
"WON",1063,18,,,,,1,,,1
"WON",1063,19,,,,,1,,,1
"WON",1063,20,,,,,1,,,1
"WON",1063,21,,,,,1,,,1
"WON",1063,22,,,,,1,,,1
"WON",1063,23,,,,,1,,,1
"WON",1063,24,,,,,1,,,1
"WON",1063,25,,,,,1,,,1
"WON",1063,26,,,,,1,,,1
"WON",1063,27,,,,,1,,,1
"WON",1063,28,,,,,1,,,1
"WON",1063,29,,,,,1,,,1
"WON",1063,30,,,,,1,,,1
"WON",1063,31,,,,,1,,,1
"WON",1063,32,,,,,1,,,1
"WON",1063,33,,,,,1,,,1
"WON",1063,34,,,,,1,,,1
"WON",1063,35,,,,,1,,,1
"WON",1063,36,,,,,1,,,1
"WON",1063,37,,,,,1,,,1
"WON",1063,38,,,,,1,,,1
"WON",1063,39,,,,,1,,,1
"WON",1063,40,,,,,1,,,1
"WON",1063,41,,,,,1,,,1
"WON",1063,42,,,,,1,,,1
"WON",1063,43,,,,,1,,,1
"WON",1063,44,,,,,1,,,1
"WON",1063,45,,,,,1,,,1
"WON",1063,46,,,,,1,,,1
"WON",1063,47,,,,,1,,,1
"WON",1063,48,,,,,1,,,1
"WON",1063,49,,,,,1,,,1
"WON",1063,50,,,,,1,,,1
"WON",1063,51,,,,,1,,,1
"WON",1063,52,,,,,1,,,1
"WSM",1061,1,,,,,1,,,1
"WSM",1061,2,,,,,1,,,1
"WSM",1061,3,,,,,1,,,1
"WSM",1061,4,,,,,1,,,1
"WSM",1061,5,,,,,1,,,1
"WSM",1061,6,,,,,1,,,1
"WSM",1061,7,,,,,1,,,1
"WSM",1061,8,,,,,1,,,1
"WSM",1061,9,,,,,1,,,1
"WSM",1061,10,,,,,1,,,1
"WSM",1061,11,,,,,1,,,1
"WSM",1061,12,,,,,1,,,1
"WSM",1061,13,,,,,1,,,1
"WSM",1061,14,,,,,1,,,1
"WSM",1061,15,,,,,1,,,1
"WSM",1061,16,,,,,1,,,1
"WSM",1061,17,,,,,1,,,1
"WSM",1061,18,,,,,1,,,1
"WSM",1061,19,,,,,1,,,1
"WSM",1061,20,,,,,1,,,1
"WSM",1061,21,,,,,1,,,1
"WSM",1061,22,,,,,1,,,1
"WSM",1061,23,,,,,1,,,1
"WSM",1061,24,,,,,1,,,1
"WSM",1061,25,,,,,1,,,1
"WSM",1061,26,,,,,1,,,1
"WSM",1061,27,,,,,1,,,1
"WSM",1061,28,,,,,1,,,1
"WSM",1061,29,,,,,1,,,1
"WSM",1061,30,,,,,1,,,1
"WSM",1061,31,,,,,1,,,1
"WSM",1061,32,,,,,1,,,1
"WSM",1061,33,,,,,1,,,1
"WSM",1061,34,,,,,1,,,1
"WSM",1061,35,,,,,1,,,1
"WSM",1061,36,,,,,1,,,1
"WSM",1061,37,,,,,1,,,1
"WSM",1061,38,,,,,1,,,1
"WSM",1061,39,,,,,1,,,1
"WSM",1061,40,,,,,1,,,1
"WSM",1061,41,,,,,1,,,1
"WSM",1061,42,,,,,1,,,1
"WSM",1061,43,,,,,1,,,1
"WSM",1061,44,,,,,1,,,1
"WSM",1061,45,,,,,1,,,1
"WSM",1061,46,,,,,1,,,1
"WSM",1061,47,,,,,1,,,1
"WSM",1061,48,,,,,1,,,1
"WSM",1061,49,,,,,1,,,1
"WSM",1061,50,,,,,1,,,1
"WSM",1061,51,,,,,1,,,1
"WSM",1061,52,,,,,1,,,1
