1,5,EOL
2,5,EOL
3,3,EOL
4,3,EOL
5,6,EOL
6,5,EOL
7,5,EOL
8,6,EOL
9,4,EOL
10,5,EOL
11,6,EOL
12,0,EOL
13,6,EOL
14,6,EOL
15,4,EOL
16,6,EOL
17,5,EOL
18,4,EOL
19,5,EOL
20,6,EOL
21,6,EOL
22,6,EOL
23,4,EOL
24,6,EOL
25,5,EOL
26,5,EOL
27,6,EOL
28,5,EOL
29,5,EOL
30,6,EOL
31,4,EOL
32,5,EOL
33,6,EOL
34,5,EOL
35,5,EOL
36,6,EOL
37,5,EOL
38,3,EOL
39,5,EOL
40,3,EOL
41,4,EOL
42,5,EOL
43,6,EOL
44,5,EOL
45,5,EOL
46,4,EOL
47,5,EOL
48,3,EOL
49,5,EOL
50,5,EOL
51,6,EOL
52,5,EOL
53,3,EOL
54,5,EOL
55,4,EOL
56,4,EOL
57,4,EOL
58,2,EOL
59,4,EOL
60,4,EOL
61,3,EOL
62,3,EOL
63,3,EOL
64,4,EOL
65,6,EOL
66,6,EOL
67,6,EOL
68,6,EOL
69,6,EOL
70,0,EOL
71,4,EOL
72,3,EOL
73,6,EOL
74,4,EOL
75,4,EOL
76,4,EOL
77,5,EOL
78,5,EOL
79,4,EOL
80,4,EOL
81,5,EOL
82,4,EOL
83,4,EOL
84,6,EOL
85,4,EOL
86,0,EOL
87,4,EOL
88,4,EOL
89,4,EOL
90,5,EOL
91,5,EOL
92,5,EOL
93,5,EOL
94,6,EOL
95,4,EOL
96,3,EOL
97,5,EOL
98,4,EOL
99,6,EOL
100,5,EOL
101,6,EOL
102,3,EOL
103,3,EOL
104,3,EOL
105,3,EOL
106,3,EOL
107,4,EOL
108,5,EOL
109,2,EOL
110,2,EOL
111,3,EOL
112,3,EOL
113,3,EOL
114,6,EOL
115,4,EOL
116,4,EOL
117,5,EOL
118,6,EOL
119,6,EOL
120,6,EOL
121,6,EOL
122,6,EOL
123,6,EOL
124,5,EOL
125,5,EOL
126,6,EOL
127,6,EOL
128,6,EOL
129,6,EOL
130,5,EOL
131,5,EOL
132,5,EOL
133,5,EOL
134,5,EOL
135,6,EOL
136,6,EOL
137,5,EOL
138,5,EOL
139,4,EOL
140,4,EOL
141,2,EOL
142,2,EOL
143,2,EOL
144,3,EOL
145,3,EOL
146,6,EOL
147,3,EOL
148,5,EOL
149,6,EOL
150,5,EOL
151,6,EOL
152,5,EOL
153,5,EOL
154,6,EOL
155,4,EOL
156,4,EOL
157,4,EOL
158,5,EOL
159,6,EOL
160,6,EOL
161,6,EOL
162,5,EOL
163,5,EOL
164,4,EOL
165,4,EOL
166,5,EOL
167,6,EOL
168,6,EOL
169,3,EOL
170,4,EOL
171,4,EOL
172,4,EOL
173,3,EOL
174,4,EOL
175,6,EOL
176,4,EOL
177,4,EOL
178,4,EOL
179,4,EOL
180,4,EOL
181,3,EOL
182,4,EOL
183,4,EOL
184,3,EOL
185,4,EOL
186,3,EOL
187,3,EOL
188,5,EOL
189,6,EOL
190,5,EOL
191,4,EOL
192,6,EOL
193,5,EOL
194,4,EOL
195,3,EOL
196,3,EOL
197,3,EOL
198,3,EOL
199,3,EOL
200,3,EOL
201,3,EOL
202,2,EOL
203,3,EOL
204,3,EOL
205,3,EOL
206,3,EOL
207,3,EOL
208,5,EOL
209,4,EOL
210,4,EOL
211,3,EOL
212,5,EOL
213,5,EOL
214,4,EOL
215,3,EOL
216,3,EOL
217,4,EOL
218,3,EOL
219,3,EOL
220,3,EOL
221,3,EOL
222,3,EOL
223,3,EOL
224,4,EOL
225,4,EOL
226,3,EOL
227,3,EOL
228,3,EOL
229,3,EOL
230,4,EOL
231,4,EOL
232,3,EOL
233,3,EOL
234,3,EOL
235,3,EOL
236,4,EOL
237,4,EOL
238,3,EOL
239,3,EOL
240,3,EOL
241,6,EOL
242,6,EOL
243,6,EOL
244,5,EOL
245,5,EOL
246,3,EOL
247,5,EOL
248,5,EOL
249,4,EOL
250,4,EOL
251,5,EOL
252,4,EOL
253,3,EOL
254,4,EOL
255,3,EOL
256,3,EOL
257,3,EOL
258,3,EOL
259,4,EOL
260,6,EOL
261,6,EOL
262,6,EOL
263,5,EOL
264,6,EOL
265,5,EOL
266,5,EOL
267,5,EOL
268,4,EOL
269,3,EOL
270,3,EOL
271,3,EOL
272,5,EOL
273,5,EOL
274,3,EOL
275,4,EOL
276,4,EOL
277,6,EOL
278,5,EOL
279,6,EOL
280,3,EOL
281,3,EOL
282,3,EOL
283,3,EOL
284,4,EOL
285,3,EOL
286,3,EOL
287,3,EOL
288,5,EOL
289,5,EOL
290,4,EOL
291,5,EOL
292,5,EOL
293,6,EOL
294,6,EOL
295,5,EOL
296,6,EOL
297,6,EOL
298,4,EOL
299,4,EOL
300,4,EOL
301,4,EOL
302,4,EOL
303,4,EOL
304,4,EOL
305,4,EOL
306,4,EOL
307,4,EOL
308,4,EOL
309,5,EOL
310,5,EOL
311,5,EOL
312,5,EOL
313,6,EOL
314,5,EOL
315,4,EOL
316,5,EOL
317,5,EOL
318,4,EOL
319,5,EOL
320,5,EOL
321,5,EOL
322,3,EOL
323,5,EOL
324,5,EOL
325,5,EOL
326,4,EOL
327,4,EOL
328,5,EOL
329,4,EOL
330,4,EOL
331,6,EOL
332,4,EOL
333,5,EOL
334,0,EOL
335,0,EOL
336,5,EOL
337,5,EOL
338,4,EOL
339,4,EOL
340,5,EOL
341,4,EOL
342,4,EOL
343,3,EOL
344,3,EOL
345,6,EOL
346,5,EOL
347,5,EOL
348,6,EOL
349,2,EOL
350,6,EOL
351,6,EOL
352,6,EOL
353,4,EOL
354,2,EOL
355,2,EOL
356,6,EOL
357,6,EOL
358,5,EOL
359,5,EOL
360,6,EOL
361,5,EOL
362,6,EOL
363,5,EOL
364,5,EOL
365,5,EOL
366,4,EOL
367,4,EOL
368,4,EOL
369,4,EOL
370,4,EOL
371,4,EOL
372,5,EOL
373,4,EOL
374,6,EOL
375,6,EOL
376,6,EOL
377,5,EOL
378,5,EOL
379,6,EOL
380,6,EOL
381,6,EOL
382,4,EOL
383,4,EOL
384,3,EOL
385,5,EOL
386,4,EOL
387,5,EOL
388,5,EOL
389,6,EOL
390,5,EOL
391,6,EOL
392,6,EOL
393,5,EOL
394,6,EOL
395,6,EOL
396,5,EOL
397,6,EOL
398,5,EOL
399,4,EOL
400,6,EOL
401,3,EOL
402,6,EOL
403,5,EOL
404,5,EOL
405,5,EOL
406,6,EOL
407,5,EOL
408,6,EOL
409,5,EOL
410,5,EOL
411,5,EOL
412,6,EOL
413,6,EOL
414,6,EOL
415,6,EOL
416,6,EOL
417,5,EOL
418,5,EOL
419,6,EOL
420,6,EOL
421,5,EOL
422,4,EOL
423,5,EOL
424,6,EOL
425,6,EOL
426,6,EOL
427,6,EOL
428,5,EOL
429,5,EOL
430,5,EOL
431,5,EOL
432,5,EOL
433,5,EOL
434,5,EOL
435,4,EOL
436,5,EOL
437,5,EOL
438,5,EOL
439,5,EOL
440,5,EOL
441,6,EOL
442,6,EOL
443,4,EOL
444,2,EOL
445,4,EOL
446,4,EOL
447,5,EOL
448,4,EOL
449,4,EOL
450,4,EOL
451,4,EOL
452,4,EOL
453,5,EOL
454,5,EOL
455,4,EOL
456,5,EOL
457,5,EOL
458,4,EOL
459,4,EOL
460,3,EOL
461,5,EOL
462,4,EOL
463,4,EOL
464,5,EOL
465,5,EOL
466,5,EOL
467,6,EOL
468,3,EOL
469,6,EOL
470,3,EOL
471,4,EOL
472,5,EOL
473,3,EOL
474,5,EOL
475,4,EOL
476,4,EOL
477,4,EOL
478,4,EOL
479,5,EOL
480,5,EOL
481,5,EOL
482,5,EOL
483,5,EOL
484,5,EOL
485,5,EOL
486,4,EOL
487,5,EOL
488,5,EOL
489,6,EOL
490,5,EOL
491,4,EOL
492,5,EOL
493,5,EOL
494,6,EOL
495,6,EOL
496,6,EOL
497,6,EOL
498,6,EOL
499,6,EOL
500,5,EOL
501,5,EOL
502,6,EOL
503,6,EOL
504,6,EOL
505,5,EOL
506,6,EOL
507,6,EOL
508,6,EOL
509,5,EOL
510,5,EOL
511,5,EOL
512,5,EOL
513,4,EOL
514,5,EOL
515,5,EOL
516,4,EOL
517,5,EOL
518,6,EOL
519,4,EOL
520,4,EOL
521,5,EOL
522,5,EOL
523,5,EOL
524,5,EOL
525,5,EOL
526,6,EOL
527,6,EOL
528,3,EOL
529,5,EOL
530,6,EOL
531,6,EOL
532,6,EOL
533,6,EOL
534,6,EOL
535,6,EOL
536,6,EOL
537,6,EOL
538,6,EOL
539,6,EOL
540,6,EOL
541,6,EOL
542,6,EOL
543,6,EOL
544,6,EOL
545,6,EOL
546,6,EOL
547,6,EOL
548,6,EOL
549,6,EOL
550,5,EOL
551,6,EOL
552,6,EOL
553,6,EOL
