1,241,EOL
2,344,EOL
3,54,EOL
4,173,EOL
5,96,EOL
6,462,EOL
7,169,EOL
8,361,EOL
9,40,EOL
10,332,EOL
11,238,EOL
12,0,EOL
13,238,EOL
14,238,EOL
15,28,EOL
16,230,EOL
17,344,EOL
18,356,EOL
19,355,EOL
20,344,EOL
21,317,EOL
22,88,EOL
23,28,EOL
24,88,EOL
25,317,EOL
26,317,EOL
27,88,EOL
28,317,EOL
29,344,EOL
30,238,EOL
31,87,EOL
32,317,EOL
33,344,EOL
34,317,EOL
35,317,EOL
36,317,EOL
37,317,EOL
38,391,EOL
39,96,EOL
40,54,EOL
41,377,EOL
42,189,EOL
43,189,EOL
44,189,EOL
45,189,EOL
46,471,EOL
47,189,EOL
48,185,EOL
49,202,EOL
50,306,EOL
51,85,EOL
52,418,EOL
53,391,EOL
54,143,EOL
55,85,EOL
56,207,EOL
57,207,EOL
58,391,EOL
59,207,EOL
60,185,EOL
61,40,EOL
62,40,EOL
63,40,EOL
64,207,EOL
65,189,EOL
66,189,EOL
67,189,EOL
68,189,EOL
69,189,EOL
70,0,EOL
71,207,EOL
72,185,EOL
73,185,EOL
74,185,EOL
75,185,EOL
76,185,EOL
77,317,EOL
78,40,EOL
79,40,EOL
80,54,EOL
81,143,EOL
82,202,EOL
83,202,EOL
84,143,EOL
85,40,EOL
86,0,EOL
87,40,EOL
88,40,EOL
89,40,EOL
90,143,EOL
91,143,EOL
92,97,EOL
93,97,EOL
94,244,EOL
95,23,EOL
96,23,EOL
97,23,EOL
98,23,EOL
99,244,EOL
100,426,EOL
101,429,EOL
102,304,EOL
103,304,EOL
104,304,EOL
105,23,EOL
106,23,EOL
107,23,EOL
108,429,EOL
109,49,EOL
110,49,EOL
111,23,EOL
112,23,EOL
113,40,EOL
114,372,EOL
115,60,EOL
116,40,EOL
117,454,EOL
118,454,EOL
119,454,EOL
120,391,EOL
121,391,EOL
122,189,EOL
123,239,EOL
124,454,EOL
125,418,EOL
126,302,EOL
127,40,EOL
128,302,EOL
129,302,EOL
130,418,EOL
131,454,EOL
132,130,EOL
133,461,EOL
134,418,EOL
135,323,EOL
136,323,EOL
137,418,EOL
138,418,EOL
139,344,EOL
140,461,EOL
141,471,EOL
142,471,EOL
143,471,EOL
144,54,EOL
145,54,EOL
146,352,EOL
147,40,EOL
148,367,EOL
149,362,EOL
150,241,EOL
151,241,EOL
152,241,EOL
153,241,EOL
154,241,EOL
155,367,EOL
156,367,EOL
157,367,EOL
158,241,EOL
159,362,EOL
160,362,EOL
161,347,EOL
162,355,EOL
163,241,EOL
164,173,EOL
165,173,EOL
166,367,EOL
167,355,EOL
168,362,EOL
169,185,EOL
170,471,EOL
171,49,EOL
172,49,EOL
173,49,EOL
174,49,EOL
175,28,EOL
176,49,EOL
177,49,EOL
178,471,EOL
179,471,EOL
180,471,EOL
181,54,EOL
182,471,EOL
183,40,EOL
184,278,EOL
185,23,EOL
186,391,EOL
187,185,EOL
188,185,EOL
189,55,EOL
190,54,EOL
191,391,EOL
192,55,EOL
193,391,EOL
194,391,EOL
195,49,EOL
196,40,EOL
197,471,EOL
198,471,EOL
199,471,EOL
200,471,EOL
201,471,EOL
202,54,EOL
203,54,EOL
204,471,EOL
205,471,EOL
206,471,EOL
207,185,EOL
208,40,EOL
209,461,EOL
210,461,EOL
211,227,EOL
212,461,EOL
213,461,EOL
214,461,EOL
215,480,EOL
216,471,EOL
217,304,EOL
218,471,EOL
219,471,EOL
220,40,EOL
221,40,EOL
222,40,EOL
223,377,EOL
224,471,EOL
225,471,EOL
226,471,EOL
227,471,EOL
228,185,EOL
229,40,EOL
230,471,EOL
231,471,EOL
232,471,EOL
233,471,EOL
234,185,EOL
235,471,EOL
236,185,EOL
237,377,EOL
238,377,EOL
239,377,EOL
240,471,EOL
241,28,EOL
242,28,EOL
243,40,EOL
244,28,EOL
245,85,EOL
246,377,EOL
247,461,EOL
248,202,EOL
249,391,EOL
250,202,EOL
251,461,EOL
252,202,EOL
253,40,EOL
254,40,EOL
255,40,EOL
256,49,EOL
257,471,EOL
258,471,EOL
259,85,EOL
260,418,EOL
261,362,EOL
262,28,EOL
263,28,EOL
264,362,EOL
265,28,EOL
266,418,EOL
267,185,EOL
268,471,EOL
269,471,EOL
270,471,EOL
271,471,EOL
272,85,EOL
273,344,EOL
274,377,EOL
275,28,EOL
276,28,EOL
277,356,EOL
278,185,EOL
279,356,EOL
280,54,EOL
281,40,EOL
282,40,EOL
283,40,EOL
284,40,EOL
285,471,EOL
286,471,EOL
287,471,EOL
288,332,EOL
289,194,EOL
290,202,EOL
291,419,EOL
292,185,EOL
293,185,EOL
294,185,EOL
295,391,EOL
296,190,EOL
297,447,EOL
298,60,EOL
299,471,EOL
300,471,EOL
301,471,EOL
302,471,EOL
303,471,EOL
304,471,EOL
305,471,EOL
306,471,EOL
307,471,EOL
308,471,EOL
309,45,EOL
310,30,EOL
311,30,EOL
312,45,EOL
313,11,EOL
314,30,EOL
315,30,EOL
316,30,EOL
317,30,EOL
318,85,EOL
319,244,EOL
320,30,EOL
321,30,EOL
322,40,EOL
323,11,EOL
324,454,EOL
325,11,EOL
326,11,EOL
327,30,EOL
328,11,EOL
329,85,EOL
330,130,EOL
331,130,EOL
332,130,EOL
333,207,EOL
